title,media,date,link
Six killed as passenger plane crashes in fog at Cork airport,,10.02.2011,https://www.irishtimes.com/news/six-killed-as-passenger-plane-crashes-in-fog-at-cork-airport-1.871464
Six killed in Cork plane crash,RTE.ie,Häufig zitiert · 11.02.2011,https://www.rte.ie/news/2011/0210/297553-cork/
Fog so bad at Cork airport that plane crash could not be seen from terminal building,thejournal.ie,10.02.2011,https://www.thejournal.ie/eyewitnesses-describe-plane-accident-on-cork-airport-runway-81880-Feb2011/
Pakistani singer Rahat Fateh Ali Khan detained at Delhi airport,NDTV.com,13.02.2011,https://www.ndtv.com/india-news/pakistani-singer-rahat-fateh-ali-khan-detained-at-delhi-airport-447677
Pakistani singer Rahat Fateh Ali Khan detained at IGI with ...,Times of India,14.02.2011,https://timesofindia.indiatimes.com/city/delhi/Pakistani-singer-Rahat-Fateh-Ali-Khan-detained-at-IGI-with-1-24lakh/articleshow/7488927.cms
Rahat Fateh Ali Khan released by Indian authorities,The Express Tribune,14.02.2011,https://tribune.com.pk/story/118539/rahat-fateh-ali-khan-detained-in-india
UPDATED: Houston airport closure means more canceled ...,al.com,03.02.2011,https://www.al.com/live/2011/02/houston_airport_closure_means.html
Natural Intelligence and Artificial Stupidity: Airport Security ...,IEEE Spectrum,10.02.2011,https://spectrum.ieee.org/automaton/artificial-intelligence/machine-learning/natural-intelligence-and-artificial-stupidity
Chechen rebel leader Doku Umarov claims responsibility for Moscow airport attack,Christian Science Monitor,08.02.2011,https://www.csmonitor.com/World/terrorism-security/2011/0208/Chechen-rebel-leader-Doku-Umarov-claims-responsibility-for-Moscow-airport-attack
State lawmaker refuses 'intrusive' airport pat-down after full body scan shows up her mastectomy,Daily Mail,21.02.2011,https://www.dailymail.co.uk/news/article-1359271/State-lawmaker-refuses-intrusive-airport-pat-body-scan-shows-mastectomy.html
Launch of Senegal Airlines leads to diplomatic incident with Belgium; Emirates service to Dubai began in September,anna.aero,02.02.2011,https://www.anna.aero/2011/02/02/launch-of-senegal-airlines-leads-to-diplomatic-incident-with-belgium/
When a Vacation Package Can Save You Money (and When It ...,New York Times,27.02.2011,https://www.nytimes.com/2011/02/27/travel/27prac-vacationpackage.html
'Toy Story: Hawaiian Vacation' clip reveals return of the toybox gang -- EXCLUSIVE,Entertainment Weekly,01.03.2011,https://ew.com/article/2011/03/01/toy-story-hawaiian-vacation-clip-reveals-return-of-the-toybox-gang-exclusive/
E3Escapes Offers the Ultimate Spring Break Luxury Vacation ...,PR Web,15.02.2011,https://www.prweb.com/releases/spring-break/cabo-san-lucas/prweb8135337.htm
Moms Grow Optimistic  but Remain Frugal  About Family ...,,16.02.2011,http://www.prnewswire.com/news-releases/moms-grow-optimistic-but-remain-frugal-about-family-vacation-116309299.html
Own a Second Home in New York? Prepare for a Higher Tax Bill.,,11.02.2011,https://www.theatlantic.com/business/archive/2011/02/own-a-second-home-in-new-york-prepare-for-a-higher-tax-bill/71144/
Is sister-in-law slighting us on family vacation plans?,,08.02.2011,https://www.seattlepi.com/lifestyle/advice/article/Is-sister-in-law-slighting-us-on-family-vacation-1006104.php
City Council Wants to Know When Bloomberg's Away,New York Times,07.02.2011,https://www.nytimes.com/2011/02/07/nyregion/07bloomberg.html
Exclusive Resorts founders embark on new  cheaper vacation ideas,Denver Post,21.02.2011,https://www.denverpost.com/2011/02/21/exclusive-resorts-founders-embark-on-new-cheaper-vacation-ideas/
Apple Vacations Announces Huge Savings During '72-Hour ...,,14.02.2011,http://www.prnewswire.com/news-releases/apple-vacations-announces-huge-savings-during-72-hour-sale-116199854.html
Planning Eco-Friendly Vacations,The Earth Times,26.02.2011,http://www.earthtimes.org/going-green/planning-eco-friendly-vacations/323/
'Facebook factor' inspires 52% to book a holiday,,23.02.2011,https://www.skyscanner.net/news/facebook-factor-inspires-52-book-holiday
Jrue Holiday to compete in Rookie Challenge & Youth Jam during All-Star Weekend - 2/1/2011,Sixers.com,01.02.2011,https://www.nba.com/sixers/news/holiday_allstar_110201.html
First Choice Holiday Village Turkey ruined our wedding say ...,Daily Mail,02.02.2011,https://www.dailymail.co.uk/travel/article-1352470/First-Choice-Holiday-Village-Turkey-ruined-wedding-say-couple.html
Half-term: family holiday rip-off as companies increase prices ...,Daily Mail,17.02.2011,https://www.dailymail.co.uk/travel/article-1357844/Half-term-family-holiday-rip-companies-increase-prices-269.html
Starlings leave holiday park with £10 000 bill - Telegraph,Telegraph.co.uk,09.02.2011,https://www.telegraph.co.uk/news/newstopics/howaboutthat/8313356/Starlings-leave-holiday-park-with-10000-bill.html
Gwyneth Paltrow's hard work pays: She looks super trim in bikini on Caribbean holiday,Daily Mail,20.02.2011,https://www.dailymail.co.uk/tvshowbiz/article-1358982/Gwyneth-Paltrows-hard-work-pays-She-looks-super-trim-bikini-Caribbean-holiday.html
The Dark Origins Of Valentine's Day,NPR,13.02.2011,https://www.npr.org/2011/02/14/133693152/the-dark-origins-of-valentines-day
BBC magazine runs competition to win 'adventure holiday' to Libya,Daily Mail,27.02.2011,https://www.dailymail.co.uk/news/article-1361109/BBC-magazine-runs-competition-win-adventure-holiday-Libya.html
Guide to special interest holidays in Britain: holiday planner ...,Telegraph.co.uk,24.02.2011,https://www.telegraph.co.uk/travel/destinations/europe/uk/8343301/Guide-to-special-interest-holidays-in-Britain-holiday-planner-2011.html
Comment: Why isn't St David's Day a public holiday?,,01.03.2011,http://www.politics.co.uk/comment-analysis/2011/03/01/comment-why-isn-t-st-david-s-day-a-public-hol
What Will Airplanes of the Future Look Like?,Universe Today,31.03.2011,https://www.universetoday.com/84554/what-will-airplanes-of-the-future-look-like/
How Not to Get Sick From a Flight,New York Times,06.03.2011,https://www.nytimes.com/2011/03/06/travel/06prac-germs.html
German Electric Airplane Completes First Flight,Wired,25.03.2011,https://www.wired.com/2011/03/german-electric-airplane-completes-first-flight/
Passenger steals $238 000 from airplane cargo hold via toilet,Daily Mail,05.03.2011,https://www.dailymail.co.uk/news/article-1363379/Passenger-steals-238-000-airplane-cargo-hold-toilet.html
FAA removes all airplane bathroom oxygen masks in US,DigitalJournal.com,10.03.2011,http://www.digitaljournal.com/article/304498
First PHOTOS: The stunning Boeing 747-8,Rediff,21.03.2011,https://www.rediff.com/business/slide-show/slide-show-1-the-stunning-boeing-747-8/20110321.htm
Jumbo Problems: Dreamliner Becomes a Nightmare for Boeing,Spiegel Online,30.03.2011,https://www.spiegel.de/international/business/jumbo-problems-dreamliner-becomes-a-nightmare-for-boeing-a-753891.html
Oxygen masks in airplane bathrooms: Terrorism risk?,The Week Magazine,11.03.2011,https://theweek.com/articles/486464/oxygen-masks-airplane-bathrooms-terrorism-risk
Da Vinci Surgical Bot Folds  Throws Tiny Paper Airplane,IEEE Spectrum,01.04.2011,https://spectrum.ieee.org/automaton/robotics/medical-robots/da-vinci-surgical-bot-folds-throws-tiny-paper-airplane
Drug use linked to airplane accidents,Reuters,04.03.2011,https://www.reuters.com/article/us-drug-use-linked-airplane-accidents-idUSTRE7235NY20110304
Shooting at Frankfurt Airport: US Soldiers Believed Among Dead in Killings,Spiegel Online,02.03.2011,https://www.spiegel.de/international/germany/shooting-at-frankfurt-airport-us-soldiers-believed-among-dead-in-killings-a-748699.html
Frankfurt Airport Shooting an Act of Islamic Terror  European Officials Say,ABC News,02.03.2011,https://abcnews.go.com/Blotter/frankfurt-airport-shooting-act-islamic-terror-european-officials/story?id=13045312
Does shooting at Frankfurt Airport follow pattern of simpler attacks?,Christian Science Monitor,02.03.2011,https://www.csmonitor.com/USA/Military/2011/0302/Does-shooting-at-Frankfurt-Airport-follow-pattern-of-simpler-attacks
Tor aus 73 Metern: Tzavellas stellt Bundesliga-Rekord auf,Spiegel Online,13.03.2011,https://www.spiegel.de/sport/fussball/tor-aus-73-metern-tzavellas-stellt-bundesliga-rekord-auf-a-750641.html
Fake euro coin scam uncovered,The Local.de,31.03.2011,https://www.thelocal.de/20110331/34083
Der Frankfurter Pistolenschütze und seine Kontakte | Telepolis,Telepolis,03.03.2011,https://www.heise.de/tp/news/Der-Frankfurter-Pistolenschuetze-und-seine-Kontakte-2031127.html
Frankfurt Attack Perplexes Family of Arid Uka  the Suspect,New York Times,09.03.2011,https://www.nytimes.com/2011/03/09/world/europe/09frankfurt.html
CSA GROUP SELECTS FRANKFURT  GERMANY FOR NEW ...,,10.03.2011,https://www.prnewswire.com/news-releases/csa-group-selects-frankfurt-germany-for-new-european-headquarters-117725268.html
Airman slain at airport remembered as bright  upbeat and ...,Stars and Stripes,10.03.2011,https://www.stripes.com/news/airman-slain-at-airport-remembered-as-bright-upbeat-and-energetic-1.137251
Germany shutting down seven nuclear reactors,The Local.de,15.03.2011,https://www.thelocal.de/20110315/33727
Daniel Radcliffe's How to Succeed in Business Without Really ...,Hollywood Reporter,27.03.2011,https://www.hollywoodreporter.com/review/daniel-radcliffes-how-succeed-business-171770
AIG Reorganizes Chartis  Its Global Property Casualty ...,,31.03.2011,https://www.businesswire.com/news/home/20110331005872/en/AIG-Reorganizes-Chartis-Global-Property-Casualty-Business
Up to 75% of Business and IT Executives Anticipate Their ...,,14.03.2011,https://www.prnewswire.com/news-releases/up-to-75-of-business-and-it-executives-anticipate-their-software-projects-will-fail-117977879.html
Smartlink to sell Digilink business to Schneider for Rs 503 cr,Economic Times,31.03.2011,https://economictimes.indiatimes.com/tech/ites/Smartlink-to-sell-Digilink-business-to-Schneider-for-Rs-503-cr/articleshow/7832550.cms
Skype Teams Up With Citrix To Bring GoToMeeting Web Conferencing To Business Offerings,TechCrunch,01.03.2011,https://techcrunch.com/2011/03/01/skype-teams-up-with-citrix-to-bring-gotomeeting-web-conferencing-to-business-offerings/
U.S. business leaders more optimistic,MarketWatch,30.03.2011,https://www.marketwatch.com/story/us-business-leaders-more-optimistic-2011-03-30
Unemployment Is Forcing People To Become Involuntary Entrepreneurs - Business Insider,The Business Insider,09.03.2011,https://www.businessinsider.com/the-curse-of-involuntary-entrepreneurship-2011-3
Microsoft Begins Planning Next Xbox For 2015 - Business Insider,The Business Insider,21.03.2011,https://www.businessinsider.com/microsoft-looking-at-releasing-next-xbox-in-2015-2011-3
Don't Let the IRS Reclassify Your Business as a Hobby,Entrepreneur,01.03.2011,https://www.entrepreneur.com/article/219233
SAS secures technology patent for better fraud detection ...,,07.03.2011,https://www.businesswire.com/news/home/20110307005116/en/SAS-secures-technology-patent-fraud-detection-performance
Friends Don’t Let Friends Get Into Finance,TechCrunch,26.03.2011,https://techcrunch.com/2011/03/26/friends-don%E2%80%99t-let-friends-get-into-finance/
Madonna's Foundation for Malawi School Tries to Regroup ...,New York Times,25.03.2011,https://www.nytimes.com/2011/03/25/us/25madonna.html
Volkswagen Finance gets NBFC license from RBI,Moneycontrol.com,28.03.2011,https://www.moneycontrol.com/news/business/companies/-1081937.html
Finance & Development  March 2011 - Healing Health Care ...,International Monetary Fund,03.03.2011,https://www.imf.org/external/pubs/ft/fandd/2011/03/Clements.htm
PROFILE-Oman's Minister of Finance Darwish al-Balushi,Reuters,31.03.2011,https://www.reuters.com/article/oman-finmin/profile-omans-minister-of-finance-darwish-al-balushi-idUSFINMINOM20110331
Welcome Finance claims taken over by FSCS,BBC News,02.03.2011,https://www.bbc.co.uk/news/business-12624895
Man vs. Machine on Wall Street: How Computers Beat the Market,The Atlantic,29.03.2011,https://www.theatlantic.com/business/archive/2011/03/man-vs-machine-on-wall-street-how-computers-beat-the-market/73120/
A cut-price deal sparks PR spin,Sydney Morning Herald,22.03.2011,https://www.smh.com.au/business/a-cut-price-deal-sparks-pr-spin-20110321-1c3pq.html
The 10 Most Innovative Companies in Finance,Fast Company,14.03.2011,https://www.fastcompany.com/1738549/10-most-innovative-companies-finance
Safe nuclear does exist  and China is leading the way with ...,Telegraph.co.uk,20.03.2011,https://www.telegraph.co.uk/finance/comment/ambroseevans_pritchard/8393984/Safe-nuclear-does-exist-and-China-is-leading-the-way-with-thorium.html
Trash in world's oceans threatens wildlife  economy and ...,,25.03.2011,https://news.un.org/en/story/2011/03/370242-trash-worlds-oceans-threatens-wildlife-economy-and-human-health-un-warns
Brazil economy surges in 2010; growth seen cooling,Reuters,03.03.2011,https://www.reuters.com/article/us-brazil-economy/brazil-economy-surges-in-2010-growth-seen-cooling-idUSTRE7222QZ20110303
Bahrain unrest brings economy to standstill,Reuters,24.03.2011,https://www.reuters.com/article/us-bahrain-protest-financial/bahrain-unrest-brings-economy-to-standstill-idUSTRE72N3RU20110324
The Impact Of Japan's Earthquake On The Economy - Business Insider,The Business Insider,14.03.2011,https://www.businessinsider.com/the-impact-of-japan8217s-earthquake-on-the-economy-2011-3
Building a Business in the 'Thank You Economy',Entrepreneur,16.03.2011,https://www.entrepreneur.com/article/219296
Factbox: Japan markets and economy after Kobe earthquake,Reuters,13.03.2011,https://www.reuters.com/article/us-japan-quake-kobe/factbox-japan-markets-and-economy-after-kobe-earthquake-idUSTRE72C2BW20110313
Key to job growth  equality is boosting tradable sector of ...,Washington Post,12.03.2011,https://www.washingtonpost.com/business/economy/key-to-job-growth-equality-is-boosting-tradable-sector-of-economy/2011/03/08/AB3sPJS_story.html
Breaks in the Supply Chain: Disaster in Japan Sends Ripples through the Global Economy,Spiegel Online,22.03.2011,https://www.spiegel.de/international/business/breaks-in-the-supply-chain-disaster-in-japan-sends-ripples-through-the-global-economy-a-752325.html
'Record growth' for Sweden's economy,The Local.se,01.03.2011,https://www.thelocal.se/20110301/32330
Japan impact on U.S. economy more than realized: trade group,Reuters,31.03.2011,https://www.reuters.com/article/us-japan-usa-study/japan-impact-on-u-s-economy-more-than-realized-trade-group-idUSTRE72T5WJ20110331
Flight makes emergency landing after passengers start fainting,Daily Mail,01.04.2011,https://www.dailymail.co.uk/news/article-1372470/Flight-makes-emergency-landing-passengers-start-fainting.html
Cyndi Lauper calms angry airport passengers by breaking into song,Daily Mail,06.03.2011,https://www.dailymail.co.uk/tvshowbiz/article-1363632/Cyndi-Lauper-calms-angry-airport-passengers-breaking-song.html
Bus-Crash Victims Were Part of Routine Casino Run,New York Times,12.03.2011,https://www.nytimes.com/2011/03/13/nyregion/13buses.html
Prague Airport Welcomed Fewer Passengers in January 2011 ...,Tourism Review,21.03.2011,https://www.tourism-review.com/prague-airport-welcomed-fewer-passengers-in-january-2011-news2669
BoltBus Driver Busted for DUI on the NJ Turnpike,NBC Philadelphia,11.03.2011,https://www.nbcphiladelphia.com/news/local/boltbus-dui-nj-turnpike/1922925/
Huntsville airport passengers will use first phase of new ...,al.com,09.03.2011,https://www.al.com/breaking/2011/03/huntsville_airport_passengers.html
Is Tarom European legacy carrier of the year? Passengers up 20%  load factor up almost six percentage points,anna.aero,02.03.2011,https://www.anna.aero/2011/03/02/is-tarom-european-legacy-carrier-of-the-year-passengers-up-20pc-load-factor-up-almost-six-percentage-points/
42 passengers jump into sea as boat catches fire,AsiaOne,14.03.2011,https://www.asiaone.com/News/AsiaOne%2BNews/Malaysia/Story/A1Story20110314-267905.html
Average Weight Differs for Bus  Boat and Plane Safety,New York Times,25.03.2011,https://www.nytimes.com/2011/03/25/us/25bus.html
For my eyes only: Inventor creates X-ray proof underwear that protects air passenger's modesty from TSA at air,Daily Mail,15.03.2011,https://www.dailymail.co.uk/news/article-1366533/For-eyes-Inventor-creates-X-ray-proof-underwear-protects-air-passengers-modesty-TSA-airports-customs.html
Two U.S. airmen killed in German airport shooting,CNN International,03.03.2011,http://www.cnn.com/2011/WORLD/europe/03/02/germany.shooting/index.html
Airport security scans: What would your doctor do?,CNN,31.03.2011,http://www.cnn.com/2011/HEALTH/03/31/ep.airport.scanners/index.html
Fire at Miami airport causes flight delays  cancellations,CNN,24.03.2011,http://www.cnn.com/2011/TRAVEL/03/24/florida.airport.fire/index.html
Control Tower at Reagan National Airport Fails to Respond to ...,,23.03.2011,https://www.nytimes.com/2011/03/24/us/24airport.html
The airport time forgot: Floyd Bennett Field  Brooklyn's Ghost runways where Howard Hughes and Amelia Earhart,Daily Mail,28.03.2011,https://www.dailymail.co.uk/news/article-1370750/The-airport-time-forgot-Floyd-Bennett-Field-Brooklyns-Ghost-runways-Howard-Hughes-Amelia-Earhart-flew-revealed.html
How Risky Are Whole-Body Airport Scanners?,,16.03.2011,https://www.webmd.com/cancer/news/20110316/how-risky-are-whole-body-airport-scanners
Community leaders among 5 killed in plane crash at Long Beach Airport,Los Angeles Times,17.03.2011,https://www.latimes.com/local/la-xpm-2011-mar-17-la-me-0317-plane-crash-20110317-story.html
Fraport AG Reports Strong Traffic and Financial Results,,11.03.2011,https://www.prnewswire.com/news-releases/fraport-ag-reports-strong-traffic-and-financial-results-117787508.html
Gunman kills two U.S. airmen at Frankfurt airport,Reuters,02.03.2011,https://www.reuters.com/article/us-germany-shooting/gunman-kills-two-u-s-airmen-at-frankfurt-airport-idUSTRE7214L020110302
National Plan a Vacation Week Dives into Mexico's Surf ...,,23.03.2011,https://www.prnewswire.com/news-releases/national-plan-a-vacation-week-dives-into-mexicos-surf-sports-and-spas-118493459.html
'Toy Story: Hawaiian Vacation' clip reveals return of the toybox gang -- EXCLUSIVE,Entertainment Weekly,01.03.2011,https://ew.com/article/2011/03/01/toy-story-hawaiian-vacation-clip-reveals-return-of-the-toybox-gang-exclusive/
'Toy Story: Hawaiian Vacation' to Open Sprockets Film Fest for ...,Hollywood Reporter,01.03.2011,https://www.hollywoodreporter.com/news/sprockets-launch-pixar-pic-162871
'Toy Story Hawaiian Vacation' Clip and High-Res Images – /Film,/FILM,01.03.2011,https://www.slashfilm.com/toy-story-hawaiian-vacation-teaser-trailer/
Flexibility Redefined with Launch of Club Interval Gold,,28.03.2011,https://www.businesswire.com/news/home/20110328005217/en/Flexibility-Redefined-Launch-Club-Interval-Gold
Why you should never buy a new camera right before a vacation,ZDNet,16.03.2011,https://www.zdnet.com/article/why-you-should-never-buy-a-new-camera-right-before-a-vacation/
Online Coupons for Vacation Packages Can Take the Bite out ...,,09.03.2011,https://www.prnewswire.com/news-releases/online-coupons-for-vacation-packages-can-take-the-bite-out-of-spring-break-117641378.html
Can I Afford a House  Car  and Vacation?,,16.03.2011,https://loans.usnews.com/articles/can-i-afford-a-house-car-and-vacation
At a Vacation House in Uruguay  Animal Hides and Ocean ...,New York Times,17.03.2011,https://www.nytimes.com/2011/03/17/greathomesanddestinations/17location.html
Courteney Cox Breaks Out Her Bikini Body on Vacation With Shirtless Josh Hopkins and Coco!,PopSugar.com,29.03.2011,https://www.popsugar.com/celebrity/Pictures-Courteney-Cox-Bikini-Vacation-Shirtless-Josh-Hopkins-Coco-Arquette-15316450
May Day bank holiday plans unveiled,BBC News,04.03.2011,https://www.bbc.co.uk/news/uk-12640636
F.B.I. Says It Has Arrested the 'Holiday Bandit',New York Times,29.03.2011,https://cityroom.blogs.nytimes.com/2011/03/29/f-b-i-says-it-arrested-holiday-bandit/
Egypt: A family holiday  all to ourselves,Telegraph.co.uk,04.03.2011,https://www.telegraph.co.uk/travel/familyholidays/8361122/Egypt-A-family-holiday-all-to-ourselves.html
Phil Spencer's holiday heaven and hell,,29.03.2011,https://www.telegraph.co.uk/travel/celebritytravel/8413327/Phil-Spencers-holiday-heaven-and-hell.html
'Martha Stewart Show ' Holiday Movies Boost Crown Media's ...,Hollywood Reporter,03.03.2011,https://www.hollywoodreporter.com/news/martha-stewart-show-holiday-movies-163998
Travel advice: tour operators without Abta numbers,,14.03.2011,https://www.telegraph.co.uk/travel/columnists/8380173/Travel-advice-tour-operators-without-Abta-numbers.html
Securian Retirement's ''Tax Holiday'' Urges Employees to ...,,10.03.2011,https://www.businesswire.com/news/home/20110310006373/en/Securian-Retirements-Tax-Holiday-Urges-Employees-Save
EasyJet launches holiday brand,,23.03.2011,https://www.irishexaminer.com/breakingnews/business/easyjet-launches-holiday-brand-498348.html
Comment: Why isn't St David's Day a public holiday?,,01.03.2011,http://www.politics.co.uk/comment-analysis/2011/03/01/comment-why-isn-t-st-david-s-day-a-public-hol
Iranians Flock To Armenia On Norouz Holiday,RadioFreeEurope/RadioLiberty,23.03.2011,https://www.rferl.org/a/iranians_armenia_norouz_holiday_travel/2347526.html
First Listen: Alison Krauss And Union Station  'Paper Airplane',NPR,03.04.2011,https://www.npr.org/2011/04/14/134979466/first-listen-alison-krauss-and-union-station-paper-airplane
Alison Krauss & Union Station Featuring Jerry Douglas ...,,04.04.2011,http://www.cmt.com/news/1661274/alison-krauss-union-station-featuring-jerry-douglas-announce-summer-tour/
Alison Krauss Books Massive North America Tour  Plays Western Canada,Exclaim!,05.04.2011,http://exclaim.ca/music/article/alison_krauss_books_massive_north_america_tour_plays_western_canada
Pilot explains airplane cabin pressure,CNN,05.04.2011,http://www.cnn.com/2011/TRAVEL/04/04/airplane.cabin.pressure/index.html
10 Ways that the SR22 Changed Flying | Flying,Flying Magazine,15.04.2011,https://www.flyingmag.com/aircraft/pistons/10-ways-sr22-changed-flying/
How old is too old for an airplane?,Chicago Daily Herald,09.04.2011,https://www.dailyherald.com/article/20110409/news/110409672/
Paper Airplane,RollingStone.com,11.04.2011,https://www.rollingstone.com/music/music-album-reviews/paper-airplane-124625/
Da Vinci Surgical Bot Folds  Throws Tiny Paper Airplane,IEEE Spectrum,01.04.2011,https://spectrum.ieee.org/automaton/robotics/medical-robots/da-vinci-surgical-bot-folds-throws-tiny-paper-airplane
That Didn’t Suck,Slate Magazine,04.04.2011,https://slate.com/news-and-politics/2011/04/hole-in-southwest-jet-why-didn-t-anyone-get-sucked-out-of-the-airplane.html
Medium-sized airports prepare to receive largest version yet of ...,Syracuse.com,11.04.2011,https://www.syracuse.com/news/2011/04/airports_preparing_for_biggest.html
Kundgebung: Umstrittene Islam-Prediger sprechen in Frankfurt,FOCUS Online,20.04.2011,https://www.focus.de/politik/deutschland/kundgebung-umstrittene-islam-prediger-sprechen-in-frankfurt_aid_620324.html
Immobilien-Standort Frankfurt: Klein  aber Alpha | DAS ...,DAS INVESTMENT.com,21.04.2011,https://www.dasinvestment.com/immobilien-standort-frankfurt-klein-aber-alpha/
Frankfurt bouncers held in Briton's beating death,The Local.de,27.04.2011,https://www.thelocal.de/20110427/34667
Sohn schwänzte Schule: Mutter muss sechs Monate ins Gefängnis,Spiegel Online,12.04.2011,https://www.spiegel.de/lebenundlernen/schule/sohn-schwaenzte-schule-mutter-muss-sechs-monate-ins-gefaengnis-a-756586.html
Lufthansa pilot caught with deadly slingshots,The Local.de,12.04.2011,https://www.thelocal.de/20110412/34343
Uniform ban imposed after Frankfurt shootings largely followed,Stars and Stripes,15.04.2011,https://www.stripes.com/news/uniform-ban-imposed-after-frankfurt-shootings-largely-followed-1.141170
Youngest surviving premature baby released from hospital,The Local.de,21.04.2011,https://www.thelocal.de/20110421/34545
Authentic locations and famous personalities in Frankfurt,Travelio.net,18.04.2011,https://www.travelio.net/authentic-locations-and-famous-personalities-in-frankfurt.html
Architektur: Ein gutes Haus ersetzt den Psychoanalytiker,WELT ONLINE,09.04.2011,https://www.welt.de/print/die_welt/kultur/article13121637/Ein-gutes-Haus-ersetzt-den-Psychoanalytiker.html
President of elite business school arrested,The Local.de,05.04.2011,https://www.thelocal.de/20110405/34189
Why Cisco's Flip Flopped in the Camera Business,,12.04.2011,https://www.wired.com/2011/04/flip-camera-rip/
The World's Last Typewriter Factory Closes In India - Business Insider,The Business Insider,26.04.2011,https://www.businessinsider.com/last-typewriter-2011-4
IT-Business Alignment a Thing of the Past,CIO,27.04.2011,https://www.cio.com/article/2408740/it-business-alignment-a-thing-of-the-past.html
The Real History Of Twitter - Business Insider,The Business Insider,13.04.2011,https://www.businessinsider.com/how-twitter-was-founded-2011-4
New Details About The Professor Who Brought Strippers To A Business School Lecture - Business Insider,The Business Insider,12.04.2011,https://www.businessinsider.com/jack-rappaport-strippers-business-school-2011-4
The Default Major: Skating Through B-School,New York Times,17.04.2011,https://www.nytimes.com/2011/04/17/education/edlife/edl-17business-t.html
Review: Microsoft Office 365 for Small-Business Users in the Cloud,Entrepreneur,18.04.2011,https://www.entrepreneur.com/article/219507
EXPLAINER: What Is The Freemium Business Model? - Business Insider,The Business Insider,08.04.2011,https://www.businessinsider.com/what-is-the-freemium-business-model-2011-4
Netflix CEO Reed Hastings Interview - Business Insider,The Business Insider,04.04.2011,https://www.businessinsider.com/netflix-ceo-reed-hastings-interview-2011-4
What Should You Do With Your Crappy Little Services Business?,TechCrunch,24.04.2011,https://techcrunch.com/2011/04/24/what-should-you-do-with-your-crappy-little-services-business/
Transparency of Climate Finance: Results from Cancun and ...,,03.04.2011,https://www.wri.org/blog/2011/04/transparency-climate-finance-results-cancun-and-next-steps
Teaching Children the Basics of Saving and Spending,New York Times,16.04.2011,https://www.nytimes.com/2011/04/16/your-money/16money.html
China Finance and Investment Outlook,China Briefing,14.04.2011,https://www.china-briefing.com/news/china-finance-and-investment-outlook/
Bahrain's Minister of Finance Stresses Improvements,,22.04.2011,https://www.prnewswire.com/news-releases/bahrains-minister-of-finance-stresses-improvements-120503339.html
Finance Your Start-up With Credit Cards? Google Did.,Fox Business,27.04.2011,https://www.foxbusiness.com/features/finance-your-start-up-with-credit-cards-google-did
Guide To Majors At NYU: Finance | by NYU Local,,06.04.2011,https://nyulocal.com/guide-to-majors-at-nyu-finance-d1e362acb8d
A history of bailouts,,07.04.2011,http://www.stuff.co.nz/business/4859373/A-history-of-bailouts
Convenient Finance in receivership over $10M loan - South ...,,15.04.2011,https://www.bizjournals.com/southflorida/news/2011/04/15/convenient-finance-in-receivership.html
Gift establishes Julis-Rabinowitz Center for Public Policy and ...,,11.04.2011,https://www.princeton.edu/news/2011/04/11/gift-establishes-julis-rabinowitz-center-public-policy-and-finance-princeton
Apollo Commercial Real Estate Finance  Inc. Announces ...,,28.04.2011,https://www.businesswire.com/news/home/20110428005227/en/Apollo-Commercial-Real-Estate-Finance-Announces-Dates
The Barbell Economy,Forbes,21.04.2011,https://www.forbes.com/sites/erikkain/2011/04/21/the-barbell-economy/
A Green Future for Europe's Biggest Economy: What Germany Must Learn from Chernobyl and Fukushima,Spiegel Online,27.04.2011,https://www.spiegel.de/international/germany/a-green-future-for-europe-s-biggest-economy-what-germany-must-learn-from-chernobyl-and-fukushima-a-759228.html
Jobless ultra-Orthodox weigh on Israel's economy,Reuters,14.04.2011,https://www.reuters.com/article/us-israel-ultraorthodox-economy/jobless-ultra-orthodox-weigh-on-israels-economy-idUSTRE73D25W20110414
Q&A: What is a Green Economy?,,05.04.2011,https://www.wri.org/blog/2011/04/qa-what-green-economy
Does the Economy Predict Suicides?,,18.04.2011,https://www.theatlantic.com/business/archive/2011/04/does-the-economy-predict-suicides/237389/
The Sharing Economy,Fast Company,18.04.2011,https://www.fastcompany.com/1747551/sharing-economy
Americans Trust Governors  Business Leaders Most on ...,Gallup.com,14.04.2011,https://news.gallup.com/poll/147095/americans-trust-governors-business-leaders-economy.aspx
Q1 GDP report: Economic growth slows - Apr. 28  2011,CNNMoney,28.04.2011,https://money.cnn.com/2011/04/28/news/economy/1q_gdp_report/index.htm
Don't Mean To Be Rude  But The Economy Sucks - Business Insider,The Business Insider,28.04.2011,https://www.businessinsider.com/the-economy-sucks-2011-4
The Curation Economy And The Three Cs Of Information ...,,26.04.2011,https://www.fastcompany.com/1749899/curation-economy-and-three-cs-information-commerce
Landmark Protections in New DOT Rule for Airline ...,,20.04.2011,https://www.prnewswire.com/news-releases/landmark-protections-in-new-dot-rule-for-airline-passengers-culminates-4-year-struggle-to-achieve-common-sense-measures-for-consumers-120259409.html
Flight makes emergency landing after passengers start fainting,Daily Mail,01.04.2011,https://www.dailymail.co.uk/news/article-1372470/Flight-makes-emergency-landing-passengers-start-fainting.html
AirTran tops airline quality report,,04.04.2011,http://www.cnn.com/2011/TRAVEL/04/04/airline.quality.report/index.html
